timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-14T13:22:22,codecarbon,54e64af0-14fc-4038-a8e7-85c5fe300fc4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6220295299999634,5.784217478096758e-08,9.298943537450863e-08,42.5,32.75469279352636,10.0,7.32386027708382e-06,5.644726737999927e-06,1.7220300083333011e-06,1.4690617023417049e-05,0.0,Canada,CAN,quebec,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.6,16,12th Gen Intel(R) Core(TM) i7-12650H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,-71.2,46.8,7.591983795166016,machine,0,0,0,0,N,1.0,0.0
